longi,lati,description,zip,address
-80.305186,25.711402,,33143,6860 SW 63rd St
-80.193814,25.761093,,33130,1300 S Miami Ave Unit 4201
-80.348158,25.7673,,33174,
-80.193814,25.761093,,33130,1300 S Miami Ave Unit 4201
-80.330825,25.817986,,33166,8323 Lake Dr Apt 302
-80.193814,25.761093,,33130,1300 S Miami Ave Unit 4201
-80.193814,25.761093,,33130,1300 S Miami Ave Unit 4201
-80.348158,25.7673,,33174,
-80.134095,25.822741,,33140,1025 W 47th St
-80.129634,25.825733,,33140,725 W 49th St
-80.134095,25.822741,,33140,1025 W 47th St
-80.272997,25.72334,,33146,5120 Carillo St
-80.348158,25.7673,,33174,
-80.129634,25.825733,,33140,725 W 49th St
-80.272997,25.72334,,33146,5120 Carillo St
-80.124555,25.941815,,33160,17801 N Bay Rd Apt 304
-80.124555,25.941815,,33160,17801 N Bay Rd Apt 304
-80.237243,25.732214,,33133,2699 Tigertail Ave Apt 13
-80.305186,25.711402,,33143,6860 SW 63rd St
-80.237243,25.732214,,33133,2699 Tigertail Ave Apt 13
-80.124555,25.941815,,33160,17801 N Bay Rd Apt 304
-80.330825,25.817986,,33166,8323 Lake Dr Apt 302
-80.330825,25.817986,,33166,8323 Lake Dr Apt 302
-80.272913,25.758831,,33134,1311 Pizarro St
-80.443443,25.703875,,33193,6491 SW 152nd Pl Unit 4-91
-80.272913,25.758831,,33134,1311 Pizarro St
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.120799,25.832066,,33140,5333 Collins Ave Apt 806
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.141938,25.947554,,33180,2821 NE 185th St Apt 407
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.123074,25.959205,,33160,170 S Is
-80.120799,25.832066,,33140,5333 Collins Ave Apt 806
-80.300594,25.699909,,33143,6645 SW 76th Ter
-80.135942,25.778172,,33139,759 Meridian Ave Apt 3
-80.197006,25.768125,,33130,185 SW 7th St Apt 2000
-80.300594,25.699909,,33143,6645 SW 76th Ter
-80.197006,25.768125,,33130,185 SW 7th St Apt 2000
-80.313145,25.687274,,33156,7280 SW 89th St Unit D407
-80.324838,25.589001,,33157,8230 SW 192nd St
-80.374485,25.552434,,33170,
-80.313145,25.687274,,33156,7280 SW 89th St Unit D407
-80.374485,25.552434,,33170,
-80.324838,25.589001,,33157,8230 SW 192nd St
-80.135942,25.778172,,33139,759 Meridian Ave Apt 2
-80.141938,25.947554,,33180,2821 NE 185th St Apt 407
-80.325914,25.619806,,33157,8240 SW 162nd St
-80.135942,25.778172,,33139,759 Meridian Ave Apt 2
-80.325914,25.619806,,33157,8240 SW 162nd St
-80.135942,25.778172,,33139,759 Meridian Ave Apt 3
-80.145633,25.84508,,33141,7501 E Treasure Dr Apt 2S
-80.123074,25.959205,,33160,170 S Is
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.124176,25.803886,,33140,2899 Collins Ave Apt 1044
-80.145633,25.84508,,33141,7501 E Treasure Dr Apt 2S
-80.124176,25.803886,,33140,2899 Collins Ave Apt 1044
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.408642,25.730874,,33175,13243 SW 40th Ter
-80.366668,25.645564,,33176,13301 SW 107th Ave
-80.408642,25.730874,,33175,13243 SW 40th Ter
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.366668,25.645564,,33176,13301 SW 107th Ave
-80.158562,25.949613,,33179,18815 NE 21st Ave
-80.123074,25.959205,,33160,170 S Is
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.167033,25.955078,,33179,19448 NE 17th Ave
-80.158562,25.949613,,33179,18815 NE 21st Ave
-80.167033,25.955078,,33179,19448 NE 17th Ave
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.238618,25.848173,,33147,2448 NW 81st Ter
-80.403321,25.696357,,33183,12945 SW 76th Ter
-80.238618,25.848173,,33147,2448 NW 81st Ter
,,,33137,3451 Ne Ave Unit M0807
-80.403321,25.696357,,33183,12945 SW 76th Ter
-80.127554,25.922551,,33160,500 Bayview Dr Apt 726
-80.133937,25.932978,,33160,3660 NE 166th St Apt 410
-80.127554,25.922551,,33160,500 Bayview Dr Apt 726
-80.425953,25.742956,,33175,
-80.133937,25.932978,,33160,3660 NE 166th St Apt 410
-80.138717,25.849271,,33141,1800 Bay Dr
-80.121741,25.922813,,33160,15811 Collins Ave Apt 805
-80.121741,25.922813,,33160,15811 Collins Ave Apt 805
-80.121741,25.922813,,33160,15811 Collins Ave Apt 805
-80.138717,25.849271,,33141,1800 Bay Dr
-80.121741,25.922813,,33160,15811 Collins Ave Apt 805
-80.406758,25.572381,,33177,20903 SW 133rd Ave
-80.213096,25.851483,,33150,945 NW 83rd Ter
-80.187439,25.794762,,33132,1900 N Bayshore Dr Apt 2414
-80.213096,25.851483,,33150,945 NW 83rd Ter
-80.187439,25.794762,,33132,1900 N Bayshore Dr Apt 2414
-80.145774,25.942851,,33160,18041 Biscayne Blvd Unit 1202-4
-80.137215,25.948996,,33180,3250 NE 188th St Apt 402
-80.425953,25.742956,,33175,
-80.137215,25.948996,,33180,3250 NE 188th St Apt 402
-80.427152,25.751484,,33175,14327 SW 17th St
-80.137215,25.948996,,33180,3250 NE 188th St Apt 402
-80.137215,25.948996,,33180,3250 NE 188th St Apt 402
-80.344804,25.734443,,33165,9248 SW 38th St
-80.187467,25.838336,,33138,421 NE 68th St Apt 2
-80.187721,25.771372,,33131,300 S Biscayne Blvd Unit T2005
-80.187467,25.838336,,33138,421 NE 68th St Apt 2
-80.372946,25.764436,,33174,10905 SW 5th St
-80.187721,25.771372,,33131,300 S Biscayne Blvd Unit T2005
,,,33176,9555 93rd
-80.178113,25.931522,,33162,Address Not Available
-80.135236,25.773905,,33139,410 Euclid Ave Apt 11
-80.13185,25.892263,,33154,1120 102nd St Apt 8
-80.135236,25.773905,,33139,410 Euclid Ave Apt 11
,,,33176,9555 93rd
-80.135236,25.773905,,33139,410 Euclid Ave Apt 11
-80.135236,25.773905,,33139,410 Euclid Ave Apt 11
-80.12014,25.859127,,33141,7330 Ocean Te Unit TS-C
-80.178568,25.950801,,33179,1150 NE 191st St Unit 43
-80.12014,25.859127,,33141,7330 Ocean Te Unit TS-C
-80.344804,25.734443,,33165,9248 SW 38th St
-80.178568,25.950801,,33179,1150 NE 191st St Unit 43
-80.438939,25.689301,,33193,8335 SW 152nd Ave Unit B109
-80.458823,25.723412,,33185,4418 SW 163rd Pl
-80.372946,25.764436,,33174,10905 SW 5th St
-80.458823,25.723412,,33185,4418 SW 163rd Pl
-80.438939,25.689301,,33193,8335 SW 152nd Ave Unit B109
-80.221571,25.764304,,33135,1655 SW 10th St
-80.328553,25.643093,,33158,13705 SW 83rd Ct
-80.224787,25.758673,,33145,1818 SW 15th St
-80.448825,25.637568,,33196,15758 SW 138th Ter
-80.224787,25.758673,,33145,1818 SW 15th St
-80.136892,25.932881,,33160,3503 NE 166th St
-80.448825,25.637568,,33196,15758 SW 138th Ter
-80.328553,25.643093,,33158,13705 SW 83rd Ct
-80.314614,25.687935,,33156,7350 SW 89th St Unit 405S
,,,33178,10620 NW 88th St Apt 111
-80.314614,25.687935,,33156,7350 SW 89th St Unit 405S
-80.189222,25.815603,,33137,4250 Biscayne Blvd Apt 1405
-80.328553,25.643093,,33158,13705 SW 83rd Ct
-80.189222,25.815603,,33137,4250 Biscayne Blvd Apt 1405
-80.138624,25.932814,,33160,3363 NE 166th St
-80.126258,25.925722,,33160,329 Poinciana Dr Unit 907
-80.138624,25.932814,,33160,3363 NE 166th St
-80.294613,25.630264,,33157,6230 Paradise Point Dr
-80.404023,25.697659,,33183,7431 SW 130th Ave
-80.294613,25.630264,,33157,6230 Paradise Point Dr
-80.126258,25.925722,,33160,329 Poinciana Dr Unit 907
-80.185704,25.801341,,33137,665 NE 25th St Apt 905
-80.136892,25.932881,,33160,3503 NE 166th St
-80.185704,25.801341,,33137,665 NE 25th St Apt 905
-80.323898,25.659332,,33156,8001 SW 120th St
-80.126258,25.925722,,33160,329 Poinciana Dr Unit 907
-80.323898,25.659332,,33156,8001 SW 120th St
,,,33178,10620 NW 88th St Apt 111
-80.224571,25.969608,,33169,21207 NW 14th Pl Apt 528
-80.195302,25.821823,,33137,20 NE 50th Ter
-80.224571,25.969608,,33169,21207 NW 14th Pl Apt 528
-80.131569,25.793214,,33139,1751 Washington Ave Apt 3E
-80.123254,25.954901,,33160,19380 Collins Ave Apt 1215
-80.131569,25.793214,,33139,1751 Washington Ave Apt 3E
-80.195302,25.821823,,33137,20 NE 50th Ter
-80.386198,25.750535,,33175,
-80.314751,25.654372,,33156,7420 SW 125th St
-80.386198,25.750535,,33175,
-80.138389,25.769862,,33139,90 Alton Rd Apt 2906
-80.195302,25.821823,,33137,20 NE 50th Ter
-80.138389,25.769862,,33139,90 Alton Rd Apt 2906
-80.334737,25.738783,,33155,8600 SW 33rd Ter
-80.138525,25.799988,,33140,2152 Alton Rd
-80.334737,25.738783,,33155,8600 SW 33rd Ter
-80.427531,25.686017,,33186,14401 SW 88th St Apt 204
,,,33178,10620 NW 88th St Apt 111
-80.427531,25.686017,,33186,14401 SW 88th St Apt 204
-80.138525,25.799988,,33140,2152 Alton Rd
-80.191999,25.768603,,33131,31 SE 6th St Apt 1904
-80.123254,25.954901,,33160,19380 Collins Ave Apt 1215
-80.13185,25.892263,,33154,1120 102nd St Apt 8
-80.138525,25.799988,,33140,2152 Alton Rd
-80.191999,25.768603,,33131,31 SE 6th St Apt 1904
-80.13185,25.892263,,33154,1120 102nd St Apt 8
-80.127191,25.798778,,33139,2301 Collins Ave Apt 538
-80.362185,25.815901,,33178,4750 NW 102nd Ave Unit 104-17
-80.127191,25.798778,,33139,2301 Collins Ave Apt 538
-80.15996,25.899357,,33181,
-80.130919,25.97175,,33180,21175 Mainsail County Rd Unit E15
-80.15996,25.899357,,33181,
-80.362185,25.815901,,33178,4750 NW 102nd Ave Unit 104-17
-80.388038,25.594255,,33177,12100 SW 187th St
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 6003
-80.388038,25.594255,,33177,12100 SW 187th St
-80.21599,25.811005,,33127,3714 NW 12th Ave
-80.362185,25.815901,,33178,4750 NW 102nd Ave Unit 104-17
-80.21599,25.811005,,33127,3714 NW 12th Ave
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.123074,25.959205,,33160,170 S Is
-80.292269,25.678575,,33156,9940 SW 60th Ct
-80.130142,25.970136,,33180,3558 Magellan Cir Apt 132
-80.429107,25.745106,,33175,14432 SW 23rd Ter
-80.27038,25.705856,,33146,6905 Talavera St
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.130919,25.97175,,33180,21175 Mainsail County Rd Unit E15
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 6003
-80.127065,25.966589,,33180,3701 N Country Club Dr Apt 808
-80.145774,25.942851,,33160,18041 Biscayne Blvd Unit 1202-4
-80.127065,25.966589,,33180,3701 N Country Club Dr Apt 808
-80.424034,25.75444,,33184,14111 SW 14th St
-80.120773,25.862419,,33141,7701 Collins Ave
-80.145774,25.942851,,33160,18041 Biscayne Blvd Unit 1202-4
-80.424034,25.75444,,33184,14111 SW 14th St
-80.12761,25.952776,,33180,19101 NE 36 Ct Apt 201
-80.363202,25.841166,,33178,10230 NW 74th Ter
-80.33677,25.579694,,33189,20300 Franjo Rd
-80.363202,25.841166,,33178,10230 NW 74th Ter
-80.12761,25.952776,,33180,19101 NE 36 Ct Apt 201
-80.33677,25.579694,,33189,20300 Franjo Rd
,,,33160,701 Lakeshore Dr
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 5304
-80.254164,25.720469,,33133,
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 6003
,,,33160,701 Lakeshore Dr
-80.120169,25.944928,,33160,18201 Collins Ave Apt 1701
-80.190084,25.783413,,33132,900 Biscayne Blvd Apt 5304
-80.362807,25.823748,,33178,5550 NW 102nd Pl
-80.120773,25.862419,,33141,7701 Collins Ave
-80.165948,25.948576,,33179,18786 NE 18th Ave Apt 229
-80.362807,25.823748,,33178,5550 NW 102nd Pl
-80.165948,25.948576,,33179,18786 NE 18th Ave Apt 229
-80.346507,25.775849,,33172,9369 Fontainebleau Blvd Apt J207
-80.326358,25.812964,,33166,4440 NW 79th Ave Apt 1G
-80.122654,25.851561,,33141,6770 Indian Creek Dr Ph S
-80.326358,25.812964,,33166,4440 NW 79th Ave Apt 1G
-80.319891,25.587987,,33157,19303 SW 79th Ave
-80.122654,25.851561,,33141,6770 Indian Creek Dr Ph S
-80.344395,25.589839,,33157,9420 SW 192nd Dr
-80.171009,25.885068,,33161,1350 NE 119th St Unit 135024
-80.273416,25.780432,,33126,4705 NW 7th St Unit 405-7
-80.171009,25.885068,,33161,1350 NE 119th St Unit 135024
-80.344395,25.589839,,33157,9420 SW 192nd Dr
-80.137051,25.780484,,33139,836 N 10 St Unit 5
-80.435259,25.669109,,33196,10441 Mahogany Key Cir Apt 201
-80.158928,25.688277,,33149,781 Crandon Blvd Apt 903
-80.435259,25.669109,,33196,10441 Mahogany Key Cir Apt 201
-80.337274,25.673676,,33176,10320 SW 88th Ave
-80.335298,25.669452,,33176,10800 SW 87th Ave
-80.337274,25.673676,,33176,10320 SW 88th Ave
-80.158928,25.688277,,33149,781 Crandon Blvd Apt 903
-80.439829,25.693615,,33193,
-80.319891,25.587987,,33157,19303 SW 79th Ave
-80.188493,25.77638,,33132,253 NE 2nd St Apt 710
-80.21948,25.774074,,33125,1478 NW 1st Ave Unit 302
-80.158928,25.688277,,33149,781 Crandon Blvd Apt 903
-80.21948,25.774074,,33125,1478 NW 1st Ave Unit 302
-80.154957,25.928142,,33160,16465 NE 22nd Ave Apt 618
-80.251298,25.749521,,33145,3530 SW 22nd St Apt 708
-80.133467,25.768971,,33139,1 Collins Ave Unit 108
-80.251298,25.749521,,33145,3530 SW 22nd St Apt 708
-80.379056,25.841478,,33178,11226 NW 75th Ter
-80.251298,25.749521,,33145,3530 SW 22nd St Apt 708
-80.251298,25.749521,,33145,3530 SW 22nd St Apt 708
-80.133467,25.768971,,33139,1 Collins Ave Unit 108
-80.392444,25.654532,,33186,12231 SW 122nd Path
-80.381934,25.597328,,33177,11730 SW 184th St
-80.145709,25.900621,,33181,2640 NE 135th St Apt 318
-80.392444,25.654532,,33186,12231 SW 122nd Path
-80.145709,25.900621,,33181,2640 NE 135th St Apt 318
-80.281834,25.69807,,33143,7840 SW 54th Ave
-80.362979,25.852843,,33178,8755 NW 102nd Ct
-80.154957,25.928142,,33160,16465 NE 22nd Ave Apt 618
-80.281834,25.69807,,33143,7840 SW 54th Ave
-80.362979,25.852843,,33178,8755 NW 102nd Ct
-80.150263,25.845949,,33141,7529 Hispanola Ave
-80.334973,25.690738,,33173,8760 SW 85th St
-80.379056,25.841478,,33178,11226 NW 75th Ter
-80.150263,25.845949,,33141,7529 Hispanola Ave
-80.12859,25.884773,,33154,9381 E Bay Harbor Dr Apt 204N
-80.337205,25.777714,,33172,706 NW 87th Ave Apt 303
-80.227959,25.822658,,33142,1870 NW 52nd St
-80.169478,25.948939,,33179,1670 NE 191st St Unit 4023
-80.337205,25.777714,,33172,706 NW 87th Ave Apt 303
-80.169478,25.948939,,33179,1670 NE 191st St Unit 4023
-80.227959,25.822658,,33142,1870 NW 52nd St
-80.430068,25.708315,,33183,6235 SW 146th Ct
-80.315883,25.717465,,33143,5600 SW 74th Ct
-80.430068,25.708315,,33183,6235 SW 146th Ct
-80.133532,25.857762,,33141,351 S Shore Dr Unit 1
-80.315883,25.717465,,33143,5600 SW 74th Ct
-80.133532,25.857762,,33141,351 S Shore Dr Unit 1
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.27038,25.705856,,33146,6905 Talavera St
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.186445,25.768564,,33131,801 Brickell Key Blvd Apt 2408
-80.413458,25.763126,,33184,421 SW 135th Ave
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.314751,25.654372,,33156,7420 SW 125th St
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.27038,25.705856,,33146,6905 Talavera St
-80.153617,25.891771,,33181,2135 Alamanda Dr
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.137656,25.768705,,33139,1000 S Pointe Dr Ph 1705
-80.13284,25.857658,,33141,
-80.506127,25.561514,,33170,21945 SW 194th Ave
-80.13284,25.857658,,33141,
-80.311814,25.645044,,33156,7300 SW 135th Ter
-80.506127,25.561514,,33170,21945 SW 194th Ave
-80.173569,25.85226,,33138,1201 NE 83rd St
-80.190586,25.761799,,33131,1200 Brickell Bay Dr Apt 3624
-80.335298,25.669452,,33176,10800 SW 87th Ave
-80.173569,25.85226,,33138,1201 NE 83rd St
-80.173569,25.85226,,33138,1201 NE 83rd St
-80.173569,25.85226,,33138,1201 NE 83rd St
-80.128042,25.955365,,33180,
-80.399441,25.682809,,33186,12645 SW 91st St Apt 206
-80.128042,25.955365,,33180,
-80.137656,25.768705,,33139,1000 S Pointe Dr Ph 1705
-80.399441,25.682809,,33186,12645 SW 91st St Apt 206
-80.315551,25.621251,,33157,16100 SW 76th Ave
-80.311814,25.645044,,33156,7300 SW 135th Ter
-80.183885,25.767959,,33131,540 Brickell Key Dr Apt 911
-80.311814,25.645044,,33156,7300 SW 135th Ter
-80.311814,25.645044,,33156,7300 SW 135th Ter
-80.315551,25.621251,,33157,16100 SW 76th Ave
-80.196225,25.767895,,33130,690 SW 1st Ct Apt 2523
-80.196225,25.767895,,33130,690 SW 1st Ct Apt 2523
-80.122075,25.851209,,33141,6700 Indian Creek Dr Apt 901
-80.357342,25.750955,,33165,9961 SW 20th St
-80.278333,25.679699,,33156,5295 Fairchild Way
-80.122075,25.851209,,33141,6700 Indian Creek Dr Apt 901
-80.278333,25.679699,,33156,5295 Fairchild Way
-80.357342,25.750955,,33165,9961 SW 20th St
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.186173,25.791533,,33132,1717 N Bayshore Dr Unit A3333
-80.204285,25.911215,,33168,230 NW 149th St
-80.186173,25.791533,,33132,1717 N Bayshore Dr Unit A3333
-80.431871,25.603628,,33187,15100 SW 176 Street
-80.328001,25.774765,,33126,531 NW 82nd Ave Apt 604
-80.431871,25.603628,,33187,15100 SW 176 Street
-80.213046,25.953293,,33169,650 NW 195th Ter
-80.431871,25.603628,,33187,15100 SW 176 Street
-80.328001,25.774765,,33126,531 NW 82nd Ave Apt 604
-80.157489,25.889637,,33181,2027 NE 123rd St
-80.391579,25.754375,,33184,12219 SW 14th Ln Apt 2308
-80.157489,25.889637,,33181,2027 NE 123rd St
-80.184276,25.767235,,33131,520 Brickell Key Dr Apt A1407
-80.328001,25.774765,,33126,531 NW 82nd Ave Apt 604
-80.391579,25.754375,,33184,12219 SW 14th Ln Apt 2308
-80.184276,25.767235,,33131,520 Brickell Key Dr Apt A1407
-80.315883,25.717465,,33143,5600 SW 74th Ct
-80.120472,25.840536,,33140,5845 Collins Ave Apt 504
-80.145696,25.941562,,33160,2851 Leonard Dr Apt J514
-80.187439,25.794762,,33132,1900 N Bayshore Dr Apt 2818
-80.120472,25.840536,,33140,5845 Collins Ave Apt 504
-80.187439,25.794762,,33132,1900 N Bayshore Dr Apt 2818
-80.145696,25.941562,,33160,2851 Leonard Dr Apt J514
-80.138931,25.784561,,33139,1324 Michigan Ave
-80.146137,25.929085,,33160,16570 NE 26th Ave Apt 2E
-80.150285,25.935368,,33160,17301 Biscayne Blvd Apt 1010
-80.138931,25.784561,,33139,1324 Michigan Ave
-80.150285,25.935368,,33160,17301 Biscayne Blvd Apt 1010
-80.395417,25.631047,,33186,12509 SW 147th Ter
-80.12261,25.811331,,33140,3801 Collins Ave Unit 1503
-80.425067,25.713458,,33183,
-80.395417,25.631047,,33186,12509 SW 147th Ter
-80.425067,25.713458,,33183,
-80.12261,25.811331,,33140,3801 Collins Ave Unit 1503
-80.196225,25.767895,,33130,690 SW 1st Ct Apt 2523
-80.383915,25.659314,,33186,11737 SW 117th Ct
-80.196225,25.767895,,33130,690 SW 1st Ct Apt 2523
-80.37126,25.630816,,33176,14861 Tyler St
-80.383915,25.659314,,33186,11737 SW 117th Ct
-80.37126,25.630816,,33176,14861 Tyler St
-80.152535,25.959417,,33180,2430 NE 199th St
-80.287039,25.677111,,33156,5837 SW 102nd St
-80.18707,25.793323,,33137,1770 N Bayshore D Unit 3504
-80.128319,25.929284,,33160,400 Sunny Isles Blvd Apt 1416
-80.287039,25.677111,,33156,5837 SW 102nd St
-80.128319,25.929284,,33160,400 Sunny Isles Blvd Apt 1416
-80.18707,25.793323,,33137,1770 N Bayshore D Unit 3504
-80.355973,25.767227,,33174,9858 SW 1st Ter
-80.126886,25.816035,,33140,4331 Sheridan Ave
-80.126886,25.816035,,33140,4331 Sheridan Ave
-80.18707,25.793323,,33132,1770 N Bayshore Dr Unit 2115
-80.355973,25.767227,,33174,9858 SW 1st Ter
-80.18707,25.793323,,33132,1770 N Bayshore Dr Unit 2115
-80.1197,25.954444,,33160,19201 Collins Ave Unit 240
-80.327743,25.778962,,33126,8179 NW 8th St Apt B8
-80.1197,25.954444,,33160,19201 Collins Ave Unit 240
-80.203871,25.815896,,33127,500 NW 44th St
-80.381934,25.597328,,33177,11730 SW 184th St
-80.327743,25.778962,,33126,8179 NW 8th St Apt B8
-80.203911,25.767479,,33130,
-80.124555,25.941815,,33160,17801 N Bay Rd Apt 501
-80.135533,25.967079,,33180,3301 N Country Club Dr Apt 412
-80.124555,25.941815,,33160,17801 N Bay Rd Apt 501
-80.203911,25.767479,,33130,
-80.135533,25.967079,,33180,3301 N Country Club Dr Apt 412
-80.126886,25.816035,,33140,4331 Sheridan Ave
-80.130331,25.889832,,33154,9901 E Bay Harbor Dr Unit 802
-80.38428,25.768008,,33174,5 SW 116th Ct
-80.130331,25.889832,,33154,9901 E Bay Harbor Dr Unit 802
-80.26589,25.717889,,33146,5602 San Vicente St
-80.38428,25.768008,,33174,5 SW 116th Ct
-80.357664,25.599909,,33157,18216 SW 102nd Ct
-80.120658,25.8327,,33140,5401 Collins Ave Apt 131
-80.213046,25.953293,,33169,650 NW 195th Ter
-80.120658,25.8327,,33140,5401 Collins Ave Apt 131
-80.357664,25.599909,,33157,18216 SW 102nd Ct
-80.120658,25.8327,,33140,5401 Collins Ave Apt 131
-80.120658,25.8327,,33140,5401 Collins Ave Apt 131
-80.129251,25.952648,,33180,3600 Mystic Pointe Dr Apt 401
-80.130899,25.952894,,33180,3530 NE Mystic Pointe Dr Unit LPH09
-80.129251,25.952648,,33180,3600 Mystic Pointe Dr Apt 401
-80.126886,25.816035,,33140,4331 Sheridan Ave
-80.130899,25.952894,,33180,3530 NE Mystic Pointe Dr Unit LPH09
-80.2259,25.78521,,33125,1861 NW S River Dr Unit 705
-80.1355,25.782576,,33139,1150 Euclid Ave Apt 111
-80.26589,25.717889,,33146,5602 San Vicente St
-80.1355,25.782576,,33139,1150 Euclid Ave Apt 111
-80.368352,25.837801,,33178,10523 NW 70th Ln
-80.2259,25.78521,,33125,1861 NW S River Dr Unit 705
-80.368352,25.837801,,33178,10523 NW 70th Ln
-80.129821,25.787397,,33139,1460 Ocean Dr Apt 206
-80.203311,25.844087,,33150,7535 NW 4th Ave
-80.129821,25.787397,,33139,1460 Ocean Dr Apt 206
-80.129821,25.787397,,33139,1460 Ocean Dr Apt 206
-80.16065,25.893172,,33181,1840 Hibiscus Dr
-80.203311,25.844087,,33150,7535 NW 4th Ave
-80.129821,25.787397,,33139,1460 Ocean Dr Apt 206
-80.356992,25.685664,,33176,9974 N Kendall Dr Apt 1026
-80.190586,25.761799,,33131,1200 Brickell Bay Dr Apt 3624
-80.18256,25.954334,,33179,900 NE 195th St Apt 211
-80.134178,25.939071,,33160,2600 Island Blvd Apt 102
-80.129821,25.787397,,33139,1460 Ocean Dr Apt 206
-80.134178,25.939071,,33160,2600 Island Blvd Apt 102
-80.241248,25.733161,,33133,2993 Ruth St
-80.183885,25.767959,,33131,540 Brickell Key Dr Apt 911
-80.241248,25.733161,,33133,2993 Ruth St
-80.356321,25.721719,,33165,9965 SW 50th St
-80.349139,25.561105,,33190,
-80.356321,25.721719,,33165,9965 SW 50th St
-80.183885,25.767959,,33131,540 Brickell Key Dr Apt 911
-80.16065,25.893172,,33181,1840 Hibiscus Dr
-80.12317,25.894337,,33154,10185 Collins Ave Apt 1514
-80.16065,25.893172,,33181,1840 Hibiscus Dr
-80.16065,25.893172,,33181,1840 Hibiscus Dr
-80.183885,25.767959,,33131,540 Brickell Key Dr Apt 911
-80.12317,25.894337,,33154,10185 Collins Ave Apt 1514
-80.18256,25.954334,,33179,900 NE 195th St Apt 211
-80.142974,25.783714,,33139,1250 West Ave Apt 3B
-80.307184,25.688035,,33156,6904 N Kendall Dr Unit 305
-80.142974,25.783714,,33139,1250 West Ave Apt 3B
-80.172983,25.847135,,33138,7845 NE Bayshore Ct Apt 18
-80.307184,25.688035,,33156,6904 N Kendall Dr Unit 305
-80.3778,25.8412,,33178,10651 NW 88th Street
-80.334159,25.587042,,33157,19355 SW 88th Ct
-80.38995,25.756133,,33184,12035 SW 14th St Apt 104
-80.334159,25.587042,,33157,19355 SW 88th Ct
-80.3778,25.8412,,33178,10651 NW 88th Street
-80.3778,25.8412,,33178,10651 NW 88th Street
-80.340604,25.58037,,33189,20040 Ranch Rd
-80.3778,25.8412,,33178,10651 NW 88th Street
-80.340604,25.58037,,33189,20040 Ranch Rd
-80.138389,25.769862,,33139,90 Alton Rd Apt 1203
-80.188493,25.77638,,33132,253 NE 2nd St Apt 710
-80.132848,25.894014,,33154,1155 103rd St Apt 2C
-80.172983,25.847135,,33138,7845 NE Bayshore Ct Apt 18
-80.188493,25.77638,,33132,253 NE 2nd St Apt 710
-80.138389,25.769862,,33139,90 Alton Rd Apt 1203
-80.132848,25.894014,,33154,1155 103rd St Apt 2C
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.140732,25.965119,,33180,20381 NE 30th Ave Unit 308-7
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.290989,25.637681,,33158,13621 Deering Bay Dr Apt 203
-80.454078,25.704722,,33193,16125 SW 65th Ln
-80.174622,25.865638,,33138,1178 NE 98th St
-80.260492,25.712458,,33133,4150 Hardie Ave
-80.174622,25.865638,,33138,1178 NE 98th St
-80.22125,25.750597,,33145,1650 Coral Way Apt 708
-80.314593,25.686581,,33156,9066 SW 73rd Ct Apt 507
-80.324862,25.593587,,33157,8245 SW 187th Ter
